Respondent ID,Product 1 (sale price),Product 1 (original price),Product 1 (promotion),Product 2 (sale price),Product 2 (original price),Product 2 (promotion),Product 4 (sale price),Product 4 (original price),Product 4 (promotion),Product 5 (sale price),Product 5 (original price),Product 5 (promotion),Product 6 (sale price),Product 6 (original price),Product 6 (promotion),Product 7 (sale price),Product 7 (original price),Product 7 (promotion),Product 8 (sale price),Product 8 (original price),Product 8 (promotion),Product 9 (sale price),Product 9 (original price),Product 9 (promotion),Product 10 (sale price),Product 10 (original price),Product 10 (promotion),Product 11 (sale price),Product 11 (original price),Product 11 (promotion),Product 12 (sale price),Product 12 (original price),Product 12 (promotion),Product 13 (sale price),Product 13 (original price),Product 13 (promotion),Product 14 (sale price),Product 14 (original price),Product 14 (promotion),Product 15 (sale price),Product 15 (original price),Product 15 (promotion),Product 16 (sale price),Product 16 (original price),Product 16 (promotion),Product 17 (sale price),Product 17 (original price),Product 17 (promotion),Product 18 (sale price),Product 18 (original price),Product 18 (promotion),Product 19 (sale price),Product 19 (original price),Product 19 (promotion),Product 20 (sale price),Product 20 (original price),Product 20 (promotion),Total cart price,Group,Store,Date,Hour
114934287696,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934288113,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934285750,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934286725,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934283897,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934240679,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934280373,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934281571,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934235023,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934281221,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,,$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934271204,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934272519,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934285205,$1.79,,,$1.69,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$83.82,3-E,Target-MN,9/8/2025,13:00 EST
114934284070,$1.79,,,$1.99,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$84.12,3-F,Target-MN,9/8/2025,13:00 EST
114934278213,$1.79,,,$1.99,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$84.12,3-F,Target-MN,9/8/2025,13:00 EST
114934288342,$1.79,,,$1.99,,,,,,$7.99,,,$3.99,,,$3.99,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.99,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$84.12,3-F,Target-MN,9/8/2025,13:00 EST
114934295735,$1.91,,,$1.79,,,,,,$7.99,,,$4.59,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$9.59,,,$3.99,,,$3.99,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,,$86.78,3-G,Target-MN,9/8/2025,13:00 EST
114934284720,$1.91,,,$1.79,,,,,,$7.99,,,$4.59,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$9.59,,,$3.99,,,$3.99,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,,$86.78,3-G,Target-MN,9/8/2025,13:00 EST
114934283680,$1.91,,,$1.79,,,,,,$7.99,,,$4.59,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$9.59,,,$3.99,,,$3.99,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,,$86.78,3-G,Target-MN,9/8/2025,13:00 EST
114935234785,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,,$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935215141,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935212714,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
